46,46000001,4.4,7.0,3.2,,,,4.5,7.5,6.75
46,46000002,8.2,7.25,6.2,7.25,7.0,5.25,,,
46,46000003,4.6,6.75,3.4,,,,4.25,5.0,8.0
46,46000004,7.4,5.75,7.2,5.25,6.75,5.0,,,
46,46000005,7.6,7.25,4.8,,,,7.5,7.0,8.5
46,46000006,7.6,6.75,4.6,,,,6.5,6.25,9.0
46,46000007,7.0,6.75,4.8,,,,5.25,5.5,8.75
46,46000008,7.2,8.0,3.8,5.0,4.75,3.25,,,
46,46000009,7.8,8.0,6.2,,,,8.25,9.0,9.0
46,46000010,7.8,7.75,4.6,6.25,6.0,4.25,,,
46,46000011,7.6,7.5,4.8,3.5,5.0,5.0,,,
46,46000012,8.2,7.5,8.4,7.5,6.75,5.25,,,
46,46000013,6.0,7.25,4.2,,,,8.25,7.5,8.75
46,46000014,4.0,7.25,2.6,,,,4.75,4.25,7.5
46,46000015,7.4,8.25,8.2,,,,8.0,6.5,8.5
46,46000016,4.6,6.5,4.0,,,,4.5,6.0,5.75
46,46000017,7.6,8.25,7.6,7.75,8.75,7.5,,,
46,46000018,7.0,6.75,5.0,6.25,5.5,4.5,,,
46,46000019,6.4,6.0,,,,,8.0,6.5,
46,46000020,4.6,5.0,5.4,,,,5.75,6.25,8.0
46,46000021,6.4,8.0,7.6,,,,9.0,8.75,8.5
46,46000022,8.4,8.0,8.8,7.0,8.5,5.0,,,
46,46000023,3.6,7.5,3.6,,,,6.0,5.75,7.0
46,46000024,7.8,7.0,7.4,7.5,7.5,4.25,,,
46,46000025,3.0,4.25,,,,,4.0,8.0,
46,46000026,7.4,5.5,4.2,,,,6.25,6.75,8.5
46,46000027,8.2,7.25,5.8,5.0,8.0,7.75,,,
46,46000028,6.4,8.0,4.0,,,,9.0,9.0,9.25
46,46000029,6.8,7.75,7.6,4.5,4.5,5.75,,,
46,46000030,8.6,8.75,8.2,,,,8.0,7.25,8.75
46,46000031,7.2,8.25,7.2,8.25,7.25,6.25,,,
46,46000032,6.8,7.0,3.2,,,,7.25,7.0,8.75
46,46000033,7.6,7.5,5.8,7.5,7.0,4.25,,,
46,46000034,7.4,7.0,7.2,6.5,7.5,5.5,,,
46,46000035,8.6,7.0,5.2,5.75,8.0,6.25,,,
46,46000036,3.6,7.25,,,,,7.5,7.0,
46,46000037,6.0,6.75,7.0,,,,5.25,5.75,7.0
46,46000038,7.4,9.0,8.0,,,,6.0,6.25,7.5
46,46000039,8.6,8.75,9.4,,,,7.75,8.25,9.25
46,46000040,5.6,6.5,3.8,,,,5.5,5.0,7.5
46,46000041,4.4,5.75,5.4,,,,4.25,6.0,8.0
46,46000042,7.8,8.0,9.0,,,,7.25,7.25,8.5
