53,53000001,7.2,8.25,6.0,,,,5.75,7.75,9.0
53,53000002,7.4,7.25,4.2,,,,7.0,6.0,8.25
53,53000003,7.2,8.5,7.6,,,,8.25,7.5,8.5
53,53000004,6.0,7.75,5.2,4.75,4.25,4.5,,,
53,53000005,4.8,6.75,6.6,,,,8.0,7.0,8.0
53,53000006,8.2,7.75,5.0,,,,8.25,8.25,9.25
53,53000007,7.2,8.0,4.0,,,,7.75,7.75,8.75
53,53000008,7.8,8.75,7.6,,,,9.0,8.0,9.25
53,53000009,7.8,8.25,4.0,6.5,6.75,4.5,,,
53,53000010,7.6,8.75,6.2,,,,8.0,7.75,9.0
53,53000011,6.4,7.75,5.4,,,,7.75,6.5,8.75
53,53000012,7.2,6.5,3.8,4.5,7.0,4.5,,,
53,53000013,8.0,8.08,7.2,5.0,6.75,3.0,,,
53,53000014,7.0,7.5,5.6,,,,6.25,6.25,7.25
53,53000015,7.2,8.5,7.8,5.0,3.5,4.75,,,
53,53000016,8.0,7.25,8.2,8.25,6.75,5.0,,,
53,53000017,7.8,7.75,7.6,8.5,8.75,6.75,,,
53,53000018,6.2,8.25,3.6,,,,7.75,7.25,9.0
53,53000019,4.0,7.75,4.6,,,,6.75,5.75,5.5
53,53000020,7.4,8.5,5.8,,,,8.0,7.5,9.5
53,53000021,7.2,9.25,4.4,7.25,6.75,5.5,,,
53,53000022,7.4,9.5,7.6,,,,6.75,7.25,9.5
53,53000023,5.8,7.5,6.6,,,,5.25,5.25,8.25
53,53000024,8.0,8.25,6.6,,,,7.0,7.0,8.75
53,53000025,7.6,7.5,7.8,6.5,8.5,8.25,,,
53,53000026,4.8,7.0,7.0,,,,6.0,6.75,8.25
53,53000027,5.0,7.25,4.2,,,,4.75,6.5,7.25
53,53000028,7.2,6.0,6.4,6.75,7.25,4.0,,,
53,53000029,7.2,7.0,3.2,4.5,4.75,4.0,,,
53,53000030,7.4,7.5,7.8,8.0,8.0,5.25,,,
53,53000031,3.8,8.0,3.2,,,,4.25,5.25,6.25
53,53000032,7.0,7.0,6.8,6.25,6.5,4.75,,,
53,53000033,7.6,8.0,3.6,3.75,5.5,5.5,,,
53,53000034,3.6,7.5,5.4,,,,8.5,7.25,9.5
53,53000035,6.6,7.5,2.6,,,,8.0,7.5,7.25
53,53000036,7.2,6.75,9.2,8.25,7.75,6.75,,,
53,53000037,5.4,6.5,2.2,,,,6.0,6.75,7.5
53,53000038,9.0,7.25,3.6,8.25,9.0,5.5,,,
53,53000039,7.8,7.0,8.0,7.5,7.5,6.5,,,
53,53000040,7.6,6.25,4.4,6.75,7.5,5.0,,,
53,53000041,6.4,7.0,5.0,,,,6.5,6.0,9.0
53,53000042,6.0,5.5,2.8,,,,4.5,7.5,6.5
53,53000043,6.2,7.25,3.8,,,,6.75,5.5,8.5
53,53000044,4.0,7.25,3.0,,,,6.75,6.25,7.25
53,53000045,7.8,8.5,6.4,,,,7.25,6.75,8.75
53,53000046,5.0,9.0,4.4,,,,9.0,6.5,8.5
53,53000047,6.4,7.5,5.0,,,,6.75,6.75,8.25
53,53000048,8.2,8.5,8.6,6.25,7.0,5.75,,,
53,53000049,5.0,6.5,4.6,,,,7.5,7.0,8.0
53,53000050,6.8,7.75,7.2,6.75,4.5,4.0,,,
53,53000051,8.2,7.5,7.2,7.25,7.75,5.5,,,
53,53000052,6.0,5.5,4.6,5.5,5.0,3.25,,,
53,53000053,7.8,7.0,7.6,6.75,7.75,5.0,,,
53,53000054,3.8,8.0,4.2,,,,6.25,6.0,8.25
53,53000055,7.2,7.5,4.0,,,,6.0,6.25,7.5
53,53000056,7.6,7.5,5.2,,,,7.75,8.0,9.25
53,53000057,7.2,8.5,6.2,4.5,5.75,4.5,,,
53,53000058,7.6,6.5,5.0,7.25,6.75,4.25,,,
53,53000059,7.4,4.75,4.0,6.5,7.75,6.0,,,
53,53000060,6.8,5.5,5.0,7.25,7.5,6.25,,,
